,Unnamed: 0,sha,drug,section,doi,title,year,sentence,posssible_hedge,corona_paper,corona_block,Is_Negated,Is_Negated_Orig,Unnamed: 13,annotation_expert_1,Treatment
12250,13232,8f9f22f0d245cf41e5047230fa1c907b47a734ac,tiotropium,body,10.3389/fmicb.2013.00293,Virus-induced exacerbations in asthma and COPD,2013.0,(2012) reported that additive long-acting muscarinic antagonist (LAMA) therapy with tiotropium (known as a cornerstone of COPD treatment) significantly increased the time to the first exacerbation and improved FEV 1.0 in poorly controlled asthmatic patients with standard therapy (ICS and LABA),,True,True,0,0,0,0.0,therapy
12313,13302,9065cdc11c25a2c43a477b383a60123ecb9b6d39,cortisone,body,10.1016/s0580-9517(08)70679-2,1 Management of Immunocompromised and Infected Animals,1998.0,"In the past, injection of cortisone to suppress the immune system was recommended",may,False,False,0,0,0,0.0,suppress
12357,13351,91065d913a0f1e98aa955ca5600501e0054af28a,acetaminophen,body,10.1016/b0-72-169777-1/50005-6,Chapter 3 Clinical Approach to Commonly Encountered Problems,2004.0,"[16] [17] [18] [19] When administered to human beings, Î±-melanocyte-stimulating hormone is a much more potent antipyretic than acetaminophen",,True,False,0,0,0,0.0,administered
12527,13530,92ba217b7f08c2a514197da2fbfe46898e6f874e,acetate,body,10.1016/b978-0-444-62703-2.00007-0,Chapter 7 HHV-6 and Multiple Sclerosis,2014.0,"Relapsing and remitting MS patients are treated with a variety of disease-modifying agents, including interferon-Î³, glatiramer acetate, natalizumab, and fingolimod; these agents reduce the frequency of relapses but do not reverse the acquired deficits, and they have unclear effects on disease progression",may,True,False,1,1,0,0.0,treated
12528,13531,92ba217b7f08c2a514197da2fbfe46898e6f874e,fingolimod,body,10.1016/b978-0-444-62703-2.00007-0,Chapter 7 HHV-6 and Multiple Sclerosis,2014.0,"Relapsing and remitting MS patients are treated with a variety of disease-modifying agents, including interferon-Î³, glatiramer acetate, natalizumab, and fingolimod; these agents reduce the frequency of relapses but do not reverse the acquired deficits, and they have unclear effects on disease progression",may,True,False,1,1,0,0.0,treated
12529,13532,92ba217b7f08c2a514197da2fbfe46898e6f874e,glatiramer,body,10.1016/b978-0-444-62703-2.00007-0,Chapter 7 HHV-6 and Multiple Sclerosis,2014.0,"Relapsing and remitting MS patients are treated with a variety of disease-modifying agents, including interferon-Î³, glatiramer acetate, natalizumab, and fingolimod; these agents reduce the frequency of relapses but do not reverse the acquired deficits, and they have unclear effects on disease progression",may,True,False,1,1,0,0.0,treated
12530,13533,92ba217b7f08c2a514197da2fbfe46898e6f874e,natalizumab,body,10.1016/b978-0-444-62703-2.00007-0,Chapter 7 HHV-6 and Multiple Sclerosis,2014.0,"Relapsing and remitting MS patients are treated with a variety of disease-modifying agents, including interferon-Î³, glatiramer acetate, natalizumab, and fingolimod; these agents reduce the frequency of relapses but do not reverse the acquired deficits, and they have unclear effects on disease progression",may,True,False,1,1,0,0.0,treated
12565,13573,932bcdd2f6c6d487386e8bf983e4874387771be1,acetate,body,10.1016/j.jneuroim.2004.06.010,Abstract book of the 7th ISNI Congress,2004.0,Glatiramer acetate (Copaxone) therapy induces an oligoclonal CD8+ T cell response with cytotoxic ability R,,True,False,0,0,0,1.0,therapy
12682,13698,941f5d4642e7f16ebb3f3e6c7b2429eaa8464544,acetate,body,10.1016/j.bbadis.2009.07.002,Is multiple sclerosis a mitochondrial disease?,2010.0,"More importantly, EAE has led directly to the development of three therapies approved for use in MS: glatiramer acetate (copaxone), mitoxantrone, and natalizumab [103] ",may,True,False,0,0,0,0.0,therapies
12683,13699,941f5d4642e7f16ebb3f3e6c7b2429eaa8464544,glatiramer,body,10.1016/j.bbadis.2009.07.002,Is multiple sclerosis a mitochondrial disease?,2010.0,"More importantly, EAE has led directly to the development of three therapies approved for use in MS: glatiramer acetate (copaxone), mitoxantrone, and natalizumab [103] ",may,True,False,0,0,0,0.0,therapies
12684,13700,941f5d4642e7f16ebb3f3e6c7b2429eaa8464544,mitoxantrone,body,10.1016/j.bbadis.2009.07.002,Is multiple sclerosis a mitochondrial disease?,2010.0,"More importantly, EAE has led directly to the development of three therapies approved for use in MS: glatiramer acetate (copaxone), mitoxantrone, and natalizumab [103] ",may,True,False,0,0,0,0.0,therapies
12685,13701,941f5d4642e7f16ebb3f3e6c7b2429eaa8464544,natalizumab,body,10.1016/j.bbadis.2009.07.002,Is multiple sclerosis a mitochondrial disease?,2010.0,"More importantly, EAE has led directly to the development of three therapies approved for use in MS: glatiramer acetate (copaxone), mitoxantrone, and natalizumab [103] ",may,True,False,0,0,0,0.0,therapies
12745,13765,94d2ebfc7a2a0ffc00b05ce8031fdfef3255af4a,acetaminophen,body,10.1038/emi.2016.136,The first imported case of Rift Valley fever in China reveals a genetic reassortment of different viral lineages,2017.0,"The patient was empirically treated for yellow fever with oral acetaminophen, an intravenous infusion of 5% glucose and a sodium chloride injection at a local hospital",,False,False,0,0,0,0.0,treated
13026,14058,968b6bc81a136025db5742ae8d6d0cee4f2eb2ce,testosterone,body,10.1016/j.pnpbp.2006.01.008,Human brain evolution and the â€œNeuroevolutionary Time-depth Principle:â€ Implications for the Reclassification of fear-circuitry-related traits in DSM-V and for studying resilience to warzone-related posttraumatic stress disorder,2006.0,"One of the ""phobia subtype-specific"" loci involved in bloodletting/injury fears may carry a developmentally sensitive gene (existing in a stable polymorphism) in which the expression mechanism is gradually suppressed by pleiotropic androgens such as dehydroxyepiandrosterone sulfate (DHEA-S) and testosterone",,False,False,0,0,0,1.0,suppress
13143,14182,97b72b50418604df9a684ceb2e05c040ec22b94d,acepromazine,body,10.1016/b978-1-4557-0892-5.00018-0,Chapter 18 Gastrointestinal System,2014.0,â€¢ Administer acepromazine (0.02 mg/kg IM q8h) for its vasodilatory properties,,True,True,0,0,0,0.0,Administer
13412,14473,9bbac1f67fbab1d4f3e9a20387a63989bf40bfad,acetate,body,10.3390/ijms131013438,Multiple Sclerosis: The Role of Cytokines in Pathogenesis and in Therapies,2012.0,"Since the early 1990s, disease-modifying drugs have been introduced for the selective MS management, including IFN-Î² and glatiramer acetate (GA), which have become the standard treatment for relapsing/remitting MS [89] but in this paragraph we analyze, in detail, three domains of novel immune-mediated therapeutics used for MS; the first domain includes immunosuppressive/immunomodulator agents, such as mitoxantrone, laquinimod (ABR-215062, cladribine (Mylinax), and teriflunomide",,False,False,0,0,0,0.0,treatment
13413,14474,9bbac1f67fbab1d4f3e9a20387a63989bf40bfad,glatiramer,body,10.3390/ijms131013438,Multiple Sclerosis: The Role of Cytokines in Pathogenesis and in Therapies,2012.0,"Since the early 1990s, disease-modifying drugs have been introduced for the selective MS management, including IFN-Î² and glatiramer acetate (GA), which have become the standard treatment for relapsing/remitting MS [89] but in this paragraph we analyze, in detail, three domains of novel immune-mediated therapeutics used for MS; the first domain includes immunosuppressive/immunomodulator agents, such as mitoxantrone, laquinimod (ABR-215062, cladribine (Mylinax), and teriflunomide",,False,False,0,0,0,0.0,treatment
13618,14689,9dd88265053594d2736a884a8b972b6ae94218c5,acetate,body,10.3390/v10120718,CD8+ T Cells Responding to the Middle East Respiratory Syndrome Coronavirus Nucleocapsid Protein Delivered by Vaccinia Virus MVA in Mice,2018.0,"Non-stimulated cells and cells treated with phorbol myristate acetate (PMA) (SIGMA-ALDRICH) and ionomycin (SIGMA-ALDRICH, Taufkirchen, Germany) or MVA F2L [26] [27] [28] [29] [30] [31] [32] [33] [34] peptide (F2L, SPGAAGYDL, Thermo Fisher Scientific, Planegg, Germany) [49] served as negative and positive controls, respectively",,True,True,0,0,0,0.0,treated
13704,14783,9ecc8a7037f3dc24ea30161defcd84328dfaf835,acetate,body,10.1007/s11481-015-9614-0,Multiple Sclerosis and T Lymphocytes: An Entangled Story,2015.0,"More recently, CD8 T lymphocytes bearing the capacity to kill myelin specific CD4 T lymphocytes in a HLA-E restricted fashion were described (Correale and Villa 2008) especially in MS patients treated with glatiramer acetate, a synthetic copolymer of four amino acids (Tennakoon et al",,False,False,1,1,0,0.0,treated
13705,14784,9ecc8a7037f3dc24ea30161defcd84328dfaf835,glatiramer,body,10.1007/s11481-015-9614-0,Multiple Sclerosis and T Lymphocytes: An Entangled Story,2015.0,"More recently, CD8 T lymphocytes bearing the capacity to kill myelin specific CD4 T lymphocytes in a HLA-E restricted fashion were described (Correale and Villa 2008) especially in MS patients treated with glatiramer acetate, a synthetic copolymer of four amino acids (Tennakoon et al",,False,False,1,1,0,0.0,treated
13713,14794,9f2eacde02bfd34993a2eab9d87c2643fcfd17e2,abacavir,body,10.1186/1758-2652-7-2-71,Cytokine Profiles in Human Immunodeficiency Virus-Infected Children Treated With Highly Active Antiretroviral Therapy,2005.0,"Patients were started on HAART immediately after confirmation of HIV-1 infection and were treated with 2 nucleoside reverse transcriptase inhibitors (zidovudine, lamivudine, didanosine, stavudine, and/or abacavir) plus 1 protease inhibitor (indinavir, nelfinavir, Kaletra (lopinavir + ritonavir), ritonavir, or amprenavir) or the nonnucleoside reverse transcriptase inhibitor nevirapine",,False,False,0,0,0,0.0,treated
13960,15051,a0c4f2157df946bdd38d0ef78691787409588e37,acetaminophen,body,,,,"52 At the moment, the effects of other environmental exposures on the development of asthma remain controversial with respect to planning interventions, including the use of acetaminophen to treat fevers in young children, early childhood vaccines, and exposure to parasitic infections",may,True,False,0,0,0,0.0,treat
14074,15174,a190fd77c8432d20849ebf73d31446fd881ee1e7,idoxuridine,body,10.1016/b978-0-12-813374-3.00016-8,Chapter 16 Antiviral Evaluation of Herbal Drugs,2019.0,"(1962) , an ophthalmologist, successfully treated a herpes eye infection with an antineoplastic drug, Idoxuridine",,True,True,0,0,0,0.0,treated
14080,15180,a1c87584d25ea40e6845a0007fe09509bd111db0,acetate,body,10.1016/b978-0-12-800763-1.00004-x,Chapter 4 Role of CD4+ T Cells in the Pathophysiology of Multiple Sclerosis,2016.0,"Suppression of MS disease activities by immunomodulatory drugs, such as glatiramer acetate, has also been associated with enhanced Th2 immune responses (Weber et al., 2007) ",may,True,False,0,0,0,0.0,supression
14081,15181,a1c87584d25ea40e6845a0007fe09509bd111db0,glatiramer,body,10.1016/b978-0-12-800763-1.00004-x,Chapter 4 Role of CD4+ T Cells in the Pathophysiology of Multiple Sclerosis,2016.0,"Suppression of MS disease activities by immunomodulatory drugs, such as glatiramer acetate, has also been associated with enhanced Th2 immune responses (Weber et al., 2007) ",may,True,False,0,0,0,0.0,supression
14082,15182,a1c87584d25ea40e6845a0007fe09509bd111db0,acetate,body,10.1016/b978-0-12-800763-1.00004-x,Chapter 4 Role of CD4+ T Cells in the Pathophysiology of Multiple Sclerosis,2016.0,"Clinically, immunomodulatory drugs, such as IFN-Î², glatiramer acetate, and anti-very late antigen-4 antibody (Tysabri Â® (natalizumab)), have been shown to suppress the disease activity of RRMS patients ",,True,False,0,0,0,0.0,suppress
14083,15183,a1c87584d25ea40e6845a0007fe09509bd111db0,glatiramer,body,10.1016/b978-0-12-800763-1.00004-x,Chapter 4 Role of CD4+ T Cells in the Pathophysiology of Multiple Sclerosis,2016.0,"Clinically, immunomodulatory drugs, such as IFN-Î², glatiramer acetate, and anti-very late antigen-4 antibody (Tysabri Â® (natalizumab)), have been shown to suppress the disease activity of RRMS patients ",,True,False,0,0,0,0.0,suppress
14175,15279,a2e717e550d63d5519146d4b94fd7f71468e0a1a,acetaminophen,body,10.3201/eid2009.140378,"Family Cluster of Middle East Respiratory Syndrome Coronavirus Infections, Tunisia, 2013",2014.0,"One of his children (patient 3, a nurse) gave him acetaminophen and aspirin for 3 days and then intravenously administered dexamethasone (4 mg) twice a day for 2 days",,True,False,0,0,0,0.0,administer
14184,15291,a2f53651474ffa6ede94371fa2d2e735395d965e,acetaminophen,body,,,,"Study subjects may self administer medications such as acetaminophen, nonsteroidal anti-inflammatory drugs (NSAIDs), or antihistamines as required",may,False,False,0,0,0,0.0,administer
14204,15314,a33e3ade1bf2a47195051d6d458baa2001ab72a5,acetaminophen,body,10.1155/2013/746053,Prescription Surveillance and Polymerase Chain Reaction Testing to Identify Pathogens during Outbreaks of Infection,2013.0,"In the fall of 2011, by monitoring the increase in the number of combination cold medications (active ingredients: salicylamide, acetaminophen, anhydrous caffeine, and promethazine methylene disalicylate) prescribed since 2009, the prescription surveillance system detected an increase in the number of patients with symptoms of upper respiratory tract infections",,True,False,0,0,0,0.0,prescribed
14344,15463,a52d21e5ede2279aa09dbdaf2519391e795f6edd,acetaminophen,body,10.1016/b978-0-443-06981-9.50016-8,Chapter 11 Blood Donation and Collection,2007.0,"Hematomas, bruising, and soreness can usually be treated with compresses and acetaminophen",may,True,False,0,0,0,0.0,treated
14349,15468,a55cb4e724091ced46b5e55b982a14525eea1c7e,acetaminophen,body,10.1016/0002-9343(92)90608-e,Acute bronchitis: Results of U.S. and European trials of antibiotic therapy,1992.0,Patients with acute bronchitis that is suspected to be of viral origin are often treated with acetaminophen [4] and cough suppressants [3] for symptomatic relief,,True,False,0,0,0,0.0,treated
14456,15580,a646c8ced739fd583e7e031a90e4936f2a764035,acetaminophen,body,10.1371/journal.pone.0045027,Dynamics of a Cytokine Storm,2012.0,"These drugs -corticosteroids, chlorpheniramine, acetaminophen, ondansetron, metaraminol, methylprednisolene, and the anti-IL2 receptor antagonist antibody -could be administered safely to healthy subjects at low dosages for short periods of time",could,False,False,0,0,0,0.0,administer
14459,15583,a646c8ced739fd583e7e031a90e4936f2a764035,acetaminophen,body,10.1371/journal.pone.0045027,Dynamics of a Cytokine Storm,2012.0,"When the patients began to experience adverse side effects, clinicians treated the subjects with corticosteroids, chlorpheniramine, acetaminophen, ondansetron, metaraminol, methylprednisolene, and an anti-IL2 receptor antagonist antibody",,False,False,0,0,0,0.0,treated
14497,15625,a6ad42524cf9bc4815fe85f06ac6d87680ca179a,acetaminophen,body,10.1016/b978-012373960-5.00610-9,Rhinoviruses,2008.0,Mild fever may be treated with acetaminophen for few days.,potential,True,False,0,0,0,0.0,treated
14502,15630,a6b01a877ddbef5ae55335d3670b9654bbb594cc,cyclophosphamide,body,10.1016/0090-1229(92)90052-p,Potential therapeutic approach for the hormonal treatment of lacrimal gland dysfunction in SjÃ¶gren's syndrome,1992.0,"(c) Testosterone's suppression of focal infiltrate area, number of inflammatory cell foci, and percentage lymphocyte infiltration in lacrimal tissue may be duplicated by therapy with 19-nortestosterone and cyclophosphamide, but not by treatment with estradiol, danazol, cyclosporine A, or dexamethasone.",may,True,False,1,1,0,0.0,therapy
